drug	disease	label
pubchem.compound:2162	UMLS:C0520806	0
pubchem.compound:62886	UMLS:C0011206	0
CHEMBL:CHEMBL2108589	UMLS:C0522224	0
pubchem.compound:5487427	UMLS:C1269683	0
pubchem.compound:9926832	UMLS:C3496337	0
pubchem.compound:125017	UMLS:C0037221	0
pubchem.compound:108000	UMLS:C4277690	0
pubchem.compound:3510	UMLS:C1845026	0
pubchem.compound:60496	UMLS:C5436695	0
pubchem.compound:5906	UMLS:C0158651	0
pubchem.compound:6321225	UMLS:C0018965	0
pubchem.compound:123596	UMLS:C0206711	0
pubchem.compound:117761397	UMLS:C0027746	0
pubchem.compound:249332	UMLS:C0009171	0
pubchem.compound:446220	UMLS:C3280795	0
CHEMBL:CHEMBL4297240	UMLS:C0013336	0
CHEMBL:CHEMBL2109573	UMLS:C0741796	0
pubchem.compound:71481097	UMLS:C0206762	0
CHEMBL:CHEMBL2108675	UMLS:C0403823	0
pubchem.compound:11001318	UMLS:C0021390	0
pubchem.compound:1349907	UMLS:C0008924	0
pubchem.compound:443879	UMLS:C0020479	0
pubchem.compound:3784	UMLS:C0751958	0
pubchem.compound:5284549	UMLS:C0392005	0
pubchem.compound:5283731	UMLS:C0152013	0
pubchem.compound:46189893	UMLS:C3281191	0
pubchem.compound:176871	UMLS:C0023487	0
pubchem.compound:134018	UMLS:C0023895	0
pubchem.compound:60199242	UMLS:C0348371	0
pubchem.compound:5920	UMLS:C0021846	0
CHEMBL:CHEMBL2107862	UMLS:C4016264	0
pubchem.compound:4075	UMLS:C4015513	0
pubchem.compound:16051941	UMLS:C0042384	0
pubchem.compound:3410	UMLS:C0014116	0
pubchem.compound:2733525	UMLS:C0949804	0
pubchem.compound:3878	UMLS:C0848558	0
pubchem.compound:71360	UMLS:C4693531	0
pubchem.compound:4922	UMLS:C1292772	0
pubchem.compound:26133	UMLS:C0678807	0
pubchem.compound:25102846	UMLS:C1631597	0
CHEMBL:CHEMBL1201570	UMLS:C1956346	0
pubchem.compound:4740	UMLS:C0524851	0
pubchem.compound:10184665	UMLS:C0002395	0
pubchem.compound:4456	UMLS:C4693367	0
pubchem.compound:11462174	UMLS:C0022548	0
CHEMBL:CHEMBL1237023	UMLS:C1840529	0
pubchem.compound:11711522	UMLS:C4748701	0
CHEMBL:CHEMBL2108568	UMLS:C4273730	0
pubchem.compound:169870	UMLS:C0342282	0
pubchem.compound:24821094	UMLS:C0003089	0
pubchem.compound:44623998	UMLS:C0265554	0
pubchem.compound:667484	UMLS:C2750414	0
pubchem.compound:16720766	UMLS:C3810107	0
CHEMBL:CHEMBL3707229	UMLS:C0028043	0
CHEMBL:CHEMBL1201561	UMLS:C0557874	0
CHEMBL:CHEMBL4297990	UMLS:C4225183	0
pubchem.compound:5757	UMLS:C0031572	0
CHEMBL:CHEMBL1201828	UMLS:C0236969	0
pubchem.compound:3779	UMLS:C1861862	0
pubchem.compound:156009451	UMLS:C3495488	0
pubchem.compound:67462786	UMLS:C0342276	0
pubchem.compound:6918554	UMLS:C1867439	0
pubchem.compound:65264	UMLS:C0015423	0
CHEMBL:CHEMBL1201580	UMLS:C1846896	0
pubchem.compound:67454400	UMLS:C2751764	0
pubchem.compound:5816	UMLS:C4025797	0
pubchem.compound:2733525	UMLS:C0006111	0
pubchem.compound:15606394	UMLS:C4273714	0
pubchem.compound:23663870	UMLS:C0023903	0
CHEMBL:CHEMBL2108955	UMLS:C0344529	0
pubchem.compound:4369359	UMLS:C3808800	0
pubchem.compound:154101	UMLS:C0013423	0
pubchem.compound:121396	UMLS:C0428977	0
pubchem.compound:71481097	UMLS:C0029171	0
pubchem.compound:44146842	UMLS:C0242698	0
CHEMBL:CHEMBL1201467	UMLS:C0027051	0
pubchem.compound:135449332	UMLS:C1837618	0
CHEMBL:CHEMBL2107857	UMLS:C0236038	0
pubchem.compound:5253	UMLS:C0477317	0
pubchem.compound:3168	UMLS:C0016057	0
pubchem.compound:16203739	UMLS:C0268119	0
pubchem.compound:2712	UMLS:C1719382	0
pubchem.compound:11547499	UMLS:C1332133	0
CHEMBL:CHEMBL2108611	UMLS:C0027051	0
pubchem.compound:60837	UMLS:C4225429	0
pubchem.compound:60750	UMLS:C0015625	0
pubchem.compound:5734	UMLS:C1527168	0
pubchem.compound:57389999	UMLS:C0009207	0
pubchem.compound:11519070	UMLS:C1853445	0
CHEMBL:CHEMBL3039547	UMLS:C1855466	0
pubchem.compound:44623998	UMLS:C0752282	0
pubchem.compound:11237762	UMLS:C0027709	0
pubchem.compound:16725726	UMLS:C4721411	0
pubchem.compound:57469	UMLS:C0005122	0
pubchem.compound:71496458	UMLS:C0017605	0
pubchem.compound:44093	UMLS:C0042963	0
pubchem.compound:134780	UMLS:C0205713	0
CHEMBL:CHEMBL4594341	UMLS:C0025312	0
pubchem.compound:636380	UMLS:C1862511	0
pubchem.compound:6918296	UMLS:C0221060	0
pubchem.compound:9941379	UMLS:C0796195	0
pubchem.compound:11477084	UMLS:C0040128	0
pubchem.compound:5352062	UMLS:C0206669	0
CHEMBL:CHEMBL1201567	UMLS:C0023470	0
pubchem.compound:60837	UMLS:C0022116	0
pubchem.compound:10288191	UMLS:C0700501	0
pubchem.compound:148197	UMLS:C0268119	0
pubchem.compound:134018	UMLS:C1848554	0
pubchem.compound:4499	UMLS:C5561926	0
pubchem.compound:5282381	UMLS:C0011616	0
CHEMBL:CHEMBL5314551	UMLS:C2932678	0
pubchem.compound:121587	UMLS:C0015398	0
pubchem.compound:16720766	UMLS:C0268467	0
CHEMBL:CHEMBL4650393	UMLS:C0019322	0
pubchem.compound:5311181	UMLS:C0011195	0
CHEMBL:CHEMBL1201692	UMLS:C2676042	0
pubchem.compound:5280793	UMLS:C1260899	0
pubchem.compound:4927	UMLS:C0340493	0
CHEMBL:CHEMBL2109379	UMLS:C4551766	0
pubchem.compound:49867930	UMLS:C0268487	0
pubchem.compound:21700	UMLS:C2315100	0
CHEMBL:CHEMBL414357	UMLS:C0003089	0
CHEMBL:CHEMBL4297887	UMLS:C3711368	0
pubchem.compound:9933475	UMLS:C4551485	0
pubchem.compound:11683556	UMLS:C0032285	0
pubchem.compound:16004692	UMLS:C0587371	0
pubchem.compound:38945	UMLS:C1853444	0
pubchem.compound:11640390	UMLS:C0266464	0
pubchem.compound:5754	UMLS:C3468561	0
pubchem.compound:72202474	UMLS:C2237142	0
CHEMBL:CHEMBL1201585	UMLS:C0878544	0
pubchem.compound:92253	UMLS:C5436695	0
pubchem.compound:5356	UMLS:C0030246	0
pubchem.compound:2733526	UMLS:C0220669	0
CHEMBL:CHEMBL4297778	UMLS:C0007103	0
pubchem.compound:449193	UMLS:C4016052	0
pubchem.compound:2724385	UMLS:C0029408	0
pubchem.compound:62978	UMLS:C0581391	0
pubchem.compound:71301	UMLS:C0018800	0
pubchem.compound:4054	UMLS:C1970163	0
pubchem.compound:86705695	UMLS:C0152236	0
pubchem.compound:154257	UMLS:C5561981	0
pubchem.compound:23666110	UMLS:C1135747	0
pubchem.compound:110635	UMLS:C1840379	0
pubchem.compound:2477	UMLS:C3279657	0
CHEMBL:CHEMBL1201657	UMLS:C0085090	0
CHEMBL:CHEMBL4297841	UMLS:C0241240	0
CHEMBL:CHEMBL3039545	UMLS:C1112530	0
pubchem.compound:71412	UMLS:C1859728	0
pubchem.compound:5284596	UMLS:C1959582	0
pubchem.compound:11528958	UMLS:C0006267	0
pubchem.compound:46184405	UMLS:C4551985	0
CHEMBL:CHEMBL1743068	UMLS:C0000889	0
pubchem.compound:5339	UMLS:C5681644	0
pubchem.compound:441358	UMLS:C0153416	0
CHEMBL:CHEMBL1201657	UMLS:C0005818	0
pubchem.compound:42113	UMLS:C0086132	0
pubchem.compound:31101	UMLS:C0157946	0
pubchem.compound:90410375	UMLS:C4748080	0
pubchem.compound:5284570	UMLS:C4708599	0
pubchem.compound:36811	UMLS:C5235141	0
pubchem.compound:5755	UMLS:C0014850	0
pubchem.compound:16533	UMLS:C0268634	0
pubchem.compound:6230	UMLS:C5703292	0
pubchem.compound:2712	UMLS:C0034933	0
pubchem.compound:16102897	UMLS:C0036857	0
CHEMBL:CHEMBL2364648	UMLS:C0033774	0
pubchem.compound:3081927	UMLS:C0410528	0
CHEMBL:CHEMBL1201668	UMLS:C0700501	0
CHEMBL:CHEMBL2364653	UMLS:C0025958	0
pubchem.compound:3059	UMLS:C0024796	0
pubchem.compound:4810	UMLS:C3280795	0
pubchem.compound:6436	UMLS:C0270855	0
pubchem.compound:23663956	UMLS:C4551647	0
CHEMBL:CHEMBL4650514	UMLS:C0017638	0
pubchem.compound:451668	UMLS:C0021364	0
pubchem.compound:5362124	UMLS:C2063866	0
pubchem.compound:65157	UMLS:C1849813	0
pubchem.compound:24785956	UMLS:C1862839	0
pubchem.compound:5284512	UMLS:C3711374	0
pubchem.compound:5353627	UMLS:C2675210	0
pubchem.compound:9875401	UMLS:C0027868	0
pubchem.compound:45380979	UMLS:C4225360	0
CHEMBL:CHEMBL2109391	UMLS:C0399373	0
pubchem.compound:10127622	UMLS:C1847501	0
CHEMBL:CHEMBL2109171	UMLS:C1969810	0
pubchem.compound:5743	UMLS:C1849340	0
CHEMBL:CHEMBL2108709	UMLS:C3280524	0
pubchem.compound:11431811	UMLS:C0494158	0
CHEMBL:CHEMBL4298124	UMLS:C0349788	0
pubchem.compound:11707110	UMLS:C1631597	0
CHEMBL:CHEMBL4594511	UMLS:C4277690	0
pubchem.compound:23650961	UMLS:C3810363	0
pubchem.compound:138713709	UMLS:C4015513	0
pubchem.compound:34359	UMLS:C2931135	0
pubchem.compound:10113978	UMLS:C0013362	0
pubchem.compound:51039094	UMLS:C4015729	0
pubchem.compound:11677589	UMLS:C3810089	0
pubchem.compound:9865528	UMLS:C0005695	0
pubchem.compound:5281104	UMLS:C3825727	0
pubchem.compound:6918554	UMLS:C0233477	0
pubchem.compound:5095	UMLS:C0008928	0
pubchem.compound:23652731	UMLS:C5830299	0
pubchem.compound:51763	UMLS:C3150852	0
pubchem.compound:39042	UMLS:C0015923	0
pubchem.compound:1548953	UMLS:C5190809	0
CHEMBL:CHEMBL4297839	UMLS:C2057625	0
pubchem.compound:6918296	UMLS:C0003838	0
pubchem.compound:179344	UMLS:C0152455	0
pubchem.compound:39042	UMLS:C0024530	0
pubchem.compound:6918537	UMLS:C1846896	0
CHEMBL:CHEMBL1201576	UMLS:C0027708	0
CHEMBL:CHEMBL441738	UMLS:C4284595	0
CHEMBL:CHEMBL2108589	UMLS:C5669918	0
pubchem.compound:16052011	UMLS:C0031090	0
pubchem.compound:9827599	UMLS:C0042133	0
CHEMBL:CHEMBL1201697	UMLS:C0017639	0
pubchem.compound:3278	UMLS:C0013384	0
pubchem.compound:681	UMLS:C0009405	0
pubchem.compound:9832447	UMLS:C0020757	0
pubchem.compound:71761627	UMLS:C0023487	0
CHEMBL:CHEMBL1201439	UMLS:C2750067	0
pubchem.compound:3105	UMLS:C0271582	0
pubchem.compound:6435415	UMLS:C4310757	0
pubchem.compound:9941379	UMLS:C4479517	0
pubchem.compound:9800068	UMLS:C1510502	0
CHEMBL:CHEMBL2108570	UMLS:C1879286	0
CHEMBL:CHEMBL1742991	UMLS:C0520459	0
pubchem.compound:71811910	UMLS:C0011603	0
pubchem.compound:72202474	UMLS:C0031762	0
CHEMBL:CHEMBL1201558	UMLS:C0031900	0
CHEMBL:CHEMBL1428	UMLS:C1832409	0
CHEMBL:CHEMBL4802221	UMLS:C0342898	0
pubchem.compound:65478	UMLS:C0032897	0
pubchem.compound:11561674	UMLS:C0016057	0
pubchem.compound:148124	UMLS:C4016053	0
pubchem.compound:39042	UMLS:C0029792	0
pubchem.compound:6918305	UMLS:C5191640	0
CHEMBL:CHEMBL1743044	UMLS:C1837404	0
pubchem.compound:11326715	UMLS:C0018814	0
pubchem.compound:3899	UMLS:C0158450	0
pubchem.compound:2733526	UMLS:C0155015	0
pubchem.compound:64150	UMLS:C1848070	0
pubchem.compound:24776445	UMLS:C1855925	0
pubchem.compound:11965427	UMLS:C0079758	0
CHEMBL:CHEMBL4297852	UMLS:C0751422	0
CHEMBL:CHEMBL2109379	UMLS:C0020534	0
pubchem.compound:64929	UMLS:C2677180	0
pubchem.compound:67517580	UMLS:C4310691	0
pubchem.compound:118878093	UMLS:C0949664	0
pubchem.compound:10660	UMLS:C0346629	0
CHEMBL:CHEMBL3707328	UMLS:C0017612	0
CHEMBL:CHEMBL5095052	UMLS:C0035328	0
pubchem.compound:3055	UMLS:C2930967	0
pubchem.compound:44139752	UMLS:C0002395	0
pubchem.compound:42113	UMLS:C0431362	0
pubchem.compound:5070	UMLS:C1858674	0
pubchem.compound:16136245	UMLS:C0038868	0
CHEMBL:CHEMBL4297819	UMLS:C1861884	0
pubchem.compound:104769	UMLS:C4229399	0
pubchem.compound:90467234	UMLS:C0432217	0
CHEMBL:CHEMBL3137343	UMLS:C0026846	0
pubchem.compound:16133812	UMLS:C0282548	0
pubchem.compound:4116	UMLS:C3665386	0
CHEMBL:CHEMBL136478	UMLS:C5197805	0
CHEMBL:CHEMBL2108581	UMLS:C5669918	0
CHEMBL:CHEMBL1743058	UMLS:C0220669	0
pubchem.compound:5328940	UMLS:C0427144	0
pubchem.compound:74763937	UMLS:C1408174	0
pubchem.compound:16362	UMLS:C0024314	0
pubchem.compound:71600085	UMLS:C0854893	0
pubchem.compound:121892	UMLS:C0001768	0
pubchem.compound:2541	UMLS:C0338656	0
pubchem.compound:5311027	UMLS:C1865866	0
pubchem.compound:681	UMLS:C0206639	0
CHEMBL:CHEMBL2108078	UMLS:C0002895	0
pubchem.compound:5280793	UMLS:C1134719	0
CHEMBL:CHEMBL4650398	UMLS:C0034012	0
pubchem.compound:5280793	UMLS:C0032897	0
pubchem.compound:9578572	UMLS:C2910117	0
pubchem.compound:5284603	UMLS:C0399376	0
pubchem.compound:5362376	UMLS:C2062367	0
pubchem.compound:44610678	UMLS:C0042594	0
pubchem.compound:44564108	UMLS:C0431362	0
pubchem.compound:13342	UMLS:C5774312	0
pubchem.compound:5775	UMLS:C0041657	0
pubchem.compound:4674	UMLS:C0018798	0
pubchem.compound:5284570	UMLS:C4021133	0
CHEMBL:CHEMBL2108666	UMLS:C0020877	0
CHEMBL:CHEMBL1201657	UMLS:C2931228	0
pubchem.compound:219025	UMLS:C0031900	0
pubchem.compound:64648	UMLS:C0153414	0
pubchem.compound:32170	UMLS:C0025261	0
CHEMBL:CHEMBL1743007	UMLS:C1843884	0
CHEMBL:CHEMBL2108413	UMLS:C2937358	0
pubchem.compound:47811	UMLS:C0015923	0
pubchem.compound:60838	UMLS:C5561963	0
pubchem.compound:123596	UMLS:C5569081	0
pubchem.compound:4369359	UMLS:C2673630	0
CHEMBL:CHEMBL1743082	UMLS:C0221217	0
pubchem.compound:62978	UMLS:C5190692	0
pubchem.compound:392622	UMLS:C0520575	0
pubchem.compound:4991	UMLS:C2748055	0
pubchem.compound:5732	UMLS:C0013581	0
pubchem.compound:5311065	UMLS:C0020517	0
pubchem.compound:5526	UMLS:C0020630	0
pubchem.compound:11640390	UMLS:C5680294	0
pubchem.compound:47811	UMLS:C5680365	0
pubchem.compound:91667513	UMLS:C1853743	0
pubchem.compound:118115473	UMLS:C0006261	0
pubchem.compound:71412	UMLS:C0242647	0
pubchem.compound:644019	UMLS:C0004930	0
pubchem.compound:16158208	UMLS:C2931135	0
pubchem.compound:24812758	UMLS:C0020630	0
pubchem.compound:444795	UMLS:C1861863	0
pubchem.compound:11749858	UMLS:C0007786	0
pubchem.compound:8514	UMLS:C0018800	0
pubchem.compound:68617	UMLS:C3711387	0
pubchem.compound:23663962	UMLS:C3806583	0
pubchem.compound:23663870	UMLS:C2931686	0
pubchem.compound:121892	UMLS:C0003431	0
pubchem.compound:5073	UMLS:C0399376	0
CHEMBL:CHEMBL2109653	UMLS:C4225238	0
pubchem.compound:55245	UMLS:C5436695	0
pubchem.compound:11557040	UMLS:C1563709	0
pubchem.compound:5360733	UMLS:C0022665	0
CHEMBL:CHEMBL2108675	UMLS:C2700405	0
pubchem.compound:129228	UMLS:C0162871	0
pubchem.compound:4485	UMLS:C0342687	0
CHEMBL:CHEMBL1201558	UMLS:C0752347	0
pubchem.compound:2541	UMLS:C5551003	0
pubchem.compound:2318	UMLS:C0003706	0
pubchem.compound:2092	UMLS:C5190706	0
pubchem.compound:9838712	UMLS:C1842870	0
pubchem.compound:9560989	UMLS:C0040128	0
pubchem.compound:4195	UMLS:C0151905	0
pubchem.compound:121587	UMLS:C5679683	0
pubchem.compound:11561674	UMLS:C0029516	0
pubchem.compound:3883	UMLS:C3809665	0
pubchem.compound:5362119	UMLS:C1859372	0
pubchem.compound:10113978	UMLS:C0001308	0
pubchem.compound:2318	UMLS:C0036572	0
pubchem.compound:5284627	UMLS:C3495498	0
pubchem.compound:135400182	UMLS:C1864389	0
pubchem.compound:132999	UMLS:C0035126	0
pubchem.compound:9831643	UMLS:C0026106	0
pubchem.compound:9578572	UMLS:C0005586	0
pubchem.compound:3559	UMLS:C0023891	0
pubchem.compound:4158	UMLS:C1408174	0
CHEMBL:CHEMBL1201560	UMLS:C4310808	0
pubchem.compound:5311068	UMLS:C0279702	0
pubchem.compound:657181	UMLS:C1842534	0
pubchem.compound:71717894	UMLS:C0004045	0
CHEMBL:CHEMBL4297551	UMLS:C0085547	0
CHEMBL:CHEMBL2109093	UMLS:C5681199	0
pubchem.compound:46209133	UMLS:C5561926	0
CHEMBL:CHEMBL1201821	UMLS:C0030193	0
pubchem.compound:16203739	UMLS:C0265012	0
pubchem.compound:447715	UMLS:C0017168	0
pubchem.compound:6918554	UMLS:C4310757	0
CHEMBL:CHEMBL1743081	UMLS:C0034935	0
pubchem.compound:4456	UMLS:C3160718	0
pubchem.compound:21826	UMLS:C1854310	0
pubchem.compound:135449332	UMLS:C3714756	0
CHEMBL:CHEMBL4297879	UMLS:C0017668	0
CHEMBL:CHEMBL4594316	UMLS:C0432242	0
pubchem.compound:5288826	UMLS:C4015405	0
CHEMBL:CHEMBL4297537	UMLS:C5394226	0
pubchem.compound:6435415	UMLS:C0268119	0
CHEMBL:CHEMBL4297770	UMLS:C0574080	0
pubchem.compound:6436	UMLS:C0038868	0
pubchem.compound:135565678	UMLS:C0472803	0
pubchem.compound:148197	UMLS:C0043020	0
CHEMBL:CHEMBL2109433	UMLS:C1846648	0
pubchem.compound:72165228	UMLS:C0796195	0
pubchem.compound:130881	UMLS:C2750075	0
pubchem.compound:3038	UMLS:C0752130	0
pubchem.compound:6279	UMLS:C5191005	0
pubchem.compound:5206	UMLS:C0233477	0
pubchem.compound:5281056	UMLS:C4021808	0
pubchem.compound:9868491	UMLS:C0023518	0
pubchem.compound:2541	UMLS:C0010278	0
CHEMBL:CHEMBL1201692	UMLS:C1855925	0
CHEMBL:CHEMBL1743081	UMLS:C0027658	0
pubchem.compound:158781	UMLS:C0031046	0
pubchem.compound:2540	UMLS:C0162666	0
pubchem.compound:5284443	UMLS:C5436685	0
CHEMBL:CHEMBL1201561	UMLS:C1970859	0
pubchem.compound:43815	UMLS:C0032227	0
CHEMBL:CHEMBL3990033	UMLS:C0220765	0
pubchem.compound:5732	UMLS:C0036572	0
CHEMBL:CHEMBL2108078	UMLS:C3151752	0
CHEMBL:CHEMBL3833320	UMLS:C0021400	0
pubchem.compound:24872560	UMLS:C3275959	0
CHEMBL:CHEMBL4297788	UMLS:C0019562	0
CHEMBL:CHEMBL3833346	UMLS:C0012715	0
pubchem.compound:16158208	UMLS:C5680509	0
pubchem.compound:6918132	UMLS:C2931686	0
pubchem.compound:2405	UMLS:C0011206	0
pubchem.compound:38945	UMLS:C0206245	0
CHEMBL:CHEMBL441738	UMLS:C0424688	0
pubchem.compound:135400189	UMLS:C0006845	0
CHEMBL:CHEMBL2108404	UMLS:C0152200	0
pubchem.compound:30751	UMLS:C0002882	0
pubchem.compound:49800010	UMLS:C4316870	0
pubchem.compound:3749	UMLS:C1855553	0
pubchem.compound:5070	UMLS:C0005695	0
pubchem.compound:68210102	UMLS:C0393571	0
CHEMBL:CHEMBL136478	UMLS:C1458155	0
pubchem.compound:5362376	UMLS:C1842587	0
CHEMBL:CHEMBL2107863	UMLS:C0268616	0
pubchem.compound:16052011	UMLS:C0525041	0
pubchem.compound:56801	UMLS:C0587246	0
pubchem.compound:135409453	UMLS:C0007124	0
pubchem.compound:3476	UMLS:C0007138	0
pubchem.compound:446157	UMLS:C0008043	0
CHEMBL:CHEMBL5315080	UMLS:C4755257	0
pubchem.compound:24889392	UMLS:C1862389	0
pubchem.compound:189821	UMLS:C0007766	0
pubchem.compound:16760285	UMLS:C3554225	0
pubchem.compound:5281071	UMLS:C0019156	0
CHEMBL:CHEMBL1742996	UMLS:C0525045	0
pubchem.compound:4436	UMLS:C0152031	0
pubchem.compound:2157	UMLS:C0035235	0
pubchem.compound:445643	UMLS:C0376628	0
pubchem.compound:2351	UMLS:C0023645	0
pubchem.compound:3494	UMLS:C2875300	0
pubchem.compound:5324346	UMLS:C0041295	0
pubchem.compound:4197	UMLS:C0015423	0
pubchem.compound:10174505	UMLS:C4017280	0
pubchem.compound:11237762	UMLS:C0004763	0
pubchem.compound:55182	UMLS:C0432357	0
pubchem.compound:54676537	UMLS:C0035222	0
pubchem.compound:71158	UMLS:C0153423	0
CHEMBL:CHEMBL289228	UMLS:C0745103	0
pubchem.compound:39186	UMLS:C0024530	0
pubchem.compound:452548	UMLS:C1857777	0
CHEMBL:CHEMBL4650509	UMLS:C5569048	0
pubchem.compound:337359	UMLS:C4016056	0
pubchem.compound:54679224	UMLS:C0038525	0
pubchem.compound:3121	UMLS:C5774232	0
pubchem.compound:2265	UMLS:C3552553	0
pubchem.compound:60961	UMLS:C4012727	0
pubchem.compound:6918092	UMLS:C0005745	0
pubchem.compound:65825	UMLS:C0271092	0
pubchem.compound:60560	UMLS:C0007140	0
pubchem.compound:5741	UMLS:C0020630	0
pubchem.compound:9051	UMLS:C4748455	0
pubchem.compound:9933004	UMLS:C0042842	0
pubchem.compound:46188928	UMLS:C0241910	0
CHEMBL:CHEMBL1201464	UMLS:C0339573	0
pubchem.compound:38945	UMLS:C0014550	0
CHEMBL:CHEMBL2108413	UMLS:C1834523	0
pubchem.compound:3827	UMLS:C0205713	0
pubchem.compound:160355	UMLS:C0007166	0
pubchem.compound:441345	UMLS:C5679777	0
pubchem.compound:10158453	UMLS:C0011615	0
pubchem.compound:4753	UMLS:C0158651	0
CHEMBL:CHEMBL4297840	UMLS:C0265202	0
pubchem.compound:119182	UMLS:C4049004	0
pubchem.compound:5339	UMLS:C0029810	0
pubchem.compound:11949652	UMLS:C0311468	0
pubchem.compound:11671467	UMLS:C0021843	0
CHEMBL:CHEMBL1742996	UMLS:C0265012	0
pubchem.compound:5280795	UMLS:C0221074	0
CHEMBL:CHEMBL1743043	UMLS:C0018991	0
pubchem.compound:3494	UMLS:C0029516	0
CHEMBL:CHEMBL441738	UMLS:C0263454	0
pubchem.compound:5310966	UMLS:C0338656	0
CHEMBL:CHEMBL1201821	UMLS:C2676232	0
CHEMBL:CHEMBL1201420	UMLS:C5681803	0
CHEMBL:CHEMBL3990011	UMLS:C0007787	0
pubchem.compound:6253	UMLS:C1842180	0
pubchem.compound:135564864	UMLS:C1335029	0
pubchem.compound:25062766	UMLS:C1335062	0
pubchem.compound:92045025	UMLS:C5680513	0
pubchem.compound:3278	UMLS:C0752347	0
pubchem.compound:145722621	UMLS:C0010964	0
pubchem.compound:5311068	UMLS:C0005859	0
pubchem.compound:9444	UMLS:C0013338	0
pubchem.compound:23649427	UMLS:C1838703	0
pubchem.compound:53235510	UMLS:C0205713	0
pubchem.compound:1775	UMLS:C3714958	0
CHEMBL:CHEMBL4297955	UMLS:C0348617	0
pubchem.compound:5282136	UMLS:C0549622	0
pubchem.compound:91754527	UMLS:C3151139	0
pubchem.compound:5523	UMLS:C3502075	0
pubchem.compound:56959	UMLS:C1863616	0
pubchem.compound:5732	UMLS:C1175175	0
pubchem.compound:5362119	UMLS:C0264886	0
pubchem.compound:5362376	UMLS:C1836923	0
pubchem.compound:54454	UMLS:C0158450	0
pubchem.compound:2216	UMLS:C4275067	0
pubchem.compound:23897	UMLS:C4305275	0
pubchem.compound:439302	UMLS:C0021841	0
pubchem.compound:5742	UMLS:C4016325	0
pubchem.compound:9560989	UMLS:C0002965	0
pubchem.compound:131679	UMLS:C0024314	0
pubchem.compound:62882	UMLS:C0345049	0
pubchem.compound:9870652	UMLS:C0018798	0
CHEMBL:CHEMBL1201438	UMLS:C4290088	0
pubchem.compound:9926832	UMLS:C0206669	0
pubchem.compound:24785956	UMLS:C0270763	0
pubchem.compound:11519070	UMLS:C0013421	0
pubchem.compound:189821	UMLS:C0005745	0
pubchem.compound:155815	UMLS:C0022738	0
pubchem.compound:5282138	UMLS:C0019034	0
CHEMBL:CHEMBL4297828	UMLS:C1970180	0
pubchem.compound:46184405	UMLS:C4721436	0
pubchem.compound:138713709	UMLS:C0432195	0
CHEMBL:CHEMBL2364655	UMLS:C0409495	0
pubchem.compound:441074	UMLS:C0016788	0
pubchem.compound:74763937	UMLS:C1843496	0
pubchem.compound:68873	UMLS:C5436576	0
pubchem.compound:3826	UMLS:C2678484	0
pubchem.compound:23674541	UMLS:C0206644	0
pubchem.compound:23706212	UMLS:C0029422	0
pubchem.compound:5283731	UMLS:C0042029	0
CHEMBL:CHEMBL3833384	UMLS:C0041696	0
pubchem.compound:68540	UMLS:C1835854	0
pubchem.compound:67479909	UMLS:C0013261	0
pubchem.compound:5281104	UMLS:C0080178	0
pubchem.compound:9804938	UMLS:C3281201	0
pubchem.compound:60560	UMLS:C0026640	0
pubchem.compound:47909	UMLS:C1842073	0
pubchem.compound:71717894	UMLS:C5399980	0
pubchem.compound:135565678	UMLS:C0026636	0
pubchem.compound:6215	UMLS:C4551501	0
pubchem.compound:91971505	UMLS:C0206682	0
pubchem.compound:4236	UMLS:C0043094	0
pubchem.compound:148195	UMLS:C5543406	0
pubchem.compound:25267009	UMLS:C0699791	0
CHEMBL:CHEMBL3408947	UMLS:C2609414	0
pubchem.compound:657298	UMLS:C0041671	0
pubchem.compound:123631	UMLS:C0026106	0
pubchem.compound:23725625	UMLS:C2875300	0
CHEMBL:CHEMBL1743037	UMLS:C0026650	0
pubchem.compound:16533	UMLS:C0546127	0
pubchem.compound:2170	UMLS:C0265581	0
pubchem.compound:25161177	UMLS:C0478019	0
pubchem.compound:6918456	UMLS:C0154860	0
pubchem.compound:110635	UMLS:C0012715	0
pubchem.compound:2088	UMLS:C1853214	0
CHEMBL:CHEMBL3039545	UMLS:C0268397	0
pubchem.compound:9848990	UMLS:C3553886	0
pubchem.compound:3676	UMLS:C5830346	0
pubchem.compound:445643	UMLS:C5680250	0
pubchem.compound:449193	UMLS:C1859774	0
CHEMBL:CHEMBL4297566	UMLS:C0040715	0
CHEMBL:CHEMBL2108185	UMLS:C0236736	0
pubchem.compound:5994	UMLS:C0423250	0
CHEMBL:CHEMBL4650518	UMLS:C4551972	0
CHEMBL:CHEMBL2108681	UMLS:C1853242	0
pubchem.compound:4999	UMLS:C0029799	0
pubchem.compound:2088	UMLS:C1836996	0
pubchem.compound:8730	UMLS:C0018991	0
pubchem.compound:131679	UMLS:C4551906	0
pubchem.compound:33624	UMLS:C0019156	0
pubchem.compound:71360	UMLS:C0158760	0
pubchem.compound:16961	UMLS:C5779546	0
pubchem.compound:3345	UMLS:C0003864	0
pubchem.compound:9886917	UMLS:C0043202	0
pubchem.compound:18343	UMLS:C0013384	0
pubchem.compound:118161062	UMLS:C0684249	0
pubchem.compound:3658	UMLS:C0524851	0
pubchem.compound:636380	UMLS:C3887851	0
pubchem.compound:4205	UMLS:C0392439	0
pubchem.compound:60853	UMLS:C1408174	0
