"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000054676","1600014C10Rik",5.67522646223472,-0.188674290305878,0.038240269144238,0.077360264922836,0,"7",37882642,37896992,"+",14351,3943,0.492962,0.509764,0.486596,"protein_coding",51.0991172105423,0.877411614993103
"ENSMUSG00000038370","Pcp4l1",3.33444854674402,-0.207408088891199,0.038247882127367,0.077364401554466,0,"1",171000831,171023837,"-",23007,1574,0.466139,0.52859,0.461553,"protein_coding",10.0871628339913,0.86609183410548
"ENSMUSG00000116508","Gm49463",2.01910374769035,-0.219814836159145,0.038270360305804,0.077398600595174,0,"15",83056551,83059009,"+",2459,2458,0.495932,0.495932,0,"lncRNA",4.05331907413576,0.858675636772316
"ENSMUSG00000028692","Akr1a1",10.8825253012363,-0.153276101143003,0.038296457368148,0.077440107505901,0,"4",116493707,116508877,"-",15171,2742,0.4441,0.487236,0.434583,"protein_coding",1887.84591380512,0.899206206738826
"ENSMUSG00000047539","Fbxo28",4.55325165894174,0.120667557092573,0.038314844940452,0.077466015076054,0,"1",182140667,182169194,"-",28528,5313,0.431521,0.456616,0.425778,"protein_coding",23.4782286138892,1.08723782774789
"ENSMUSG00000029012","Orc5",3.57651386192142,0.167949113589179,0.038387593840959,0.077601808355345,0,"5",22691483,22755427,"-",63945,6151,0.389935,0.401236,0.388732,"protein_coding",11.9299315639251,1.12346027589787
"ENSMUSG00000005413","Hmox1",4.74886257286443,0.391384125867202,0.038458124123393,0.077733077767009,0,"8",75820249,75827217,"+",6969,1746,0.486366,0.523482,0.473956,"protein_coding",26.8874787226869,1.31165120241706
"ENSMUSG00000029229","Chic2",4.45134044446428,-0.184711475141455,0.038485287687222,0.077776667218364,0,"5",75158649,75205435,"-",46787,9744,0.399072,0.421901,0.393067,"protein_coding",21.8769611061654,0.879825014702646
"ENSMUSG00000027901","Dennd2d",3.54891037416644,-0.172850953964302,0.038528731357255,0.077853140412696,0,"3",106389721,106410346,"+",20626,6854,0.456679,0.460169,0.454942,"protein_coding",11.7038426547708,0.887087946218672
"ENSMUSG00000031950","Gabarapl2",6.10738277655497,-0.130982226922313,0.038558967395062,0.077902907225098,0,"8",112667335,112680244,"+",12910,2321,0.466806,0.47738,0.464488,"protein_coding",68.945418282017,0.913209500098084
"ENSMUSG00000000127","Fer",3.16446840790371,-0.203761525184959,0.038635705792323,0.078026750588962,0,"17",64170057,64446491,"+",276435,4656,0.40266,0.440507,0.402012,"protein_coding",8.96602429050696,0.868283741431814
"ENSMUSG00000020692","Nle1",2.80943017623109,-0.179174909531774,0.038642728573675,0.078026750588962,0,"11",82791594,82799237,"-",7644,3223,0.528457,0.55228,0.511086,"protein_coding",7.01007644157944,0.883207966579659
"ENSMUSG00000026483","Niban1",4.60719013964344,0.354898222523249,0.038641232226856,0.078026750588962,0,"1",151446937,151597690,"+",150754,7363,0.43755,0.477523,0.435498,"protein_coding",24.3726318086922,1.27889535615703
"ENSMUSG00000039852","Rere",7.22382993891639,0.174151274332351,0.038637608097605,0.078026750588962,0,"4",150366103,150706423,"+",340321,8501,0.43911,0.546406,0.436361,"protein_coding",149.48220490413,1.12830043962201
"ENSMUSG00000011034","Slc5a1",5.71913190026339,0.197148333164802,0.038653701995604,0.0780375669176,0,"5",33261563,33320214,"+",58652,4089,0.436429,0.476889,0.433397,"protein_coding",52.6781180428782,1.14643005184084
"ENSMUSG00000028328","Tmod1",1.61067308515777,-0.33487412399913,0.038728497440595,0.078177211018397,0,"4",46038935,46116032,"+",77098,3932,0.491965,0.497711,0.491656,"protein_coding",3.05394289374045,0.79285331051568
"ENSMUSG00000034453","Polr3b",4.26190540273202,0.108755605283953,0.038742129028507,0.078193367333247,0,"10",84458156,84563042,"+",104887,5232,0.442204,0.47974,0.440233,"protein_coding",19.1849806235048,1.07829775095621
"ENSMUSG00000099773","Hmgb1-rs16",1.58857181404002,-0.634000188399506,0.038760916232801,0.078219923041182,0,"9",104046398,104047010,"-",613,612,0.468954,0.468954,0,"processed_pseudogene",3.00751475228124,0.644387231092885
"ENSMUSG00000003190","Bcl2l12",3.31995560678064,0.221712014442986,0.038779126550574,0.078245307042358,0,"7",44640646,44648136,"-",7491,1969,0.531642,0.557643,0.522369,"protein_coding",9.98633709655836,1.16611657058913
"ENSMUSG00000028234","Rps20",7.85033267243202,-0.382858208065238,0.038802403143275,0.078269539673731,0,"4",3831334,3835665,"-",4332,4078,0.428077,0.430358,0.391304,"protein_coding",230.773326536,0.766916700761196
"ENSMUSG00000068856","Sf3b4",5.0910925411825,0.250714849530677,0.038797144218901,0.078269539673731,0,"3",96079648,96084880,"+",5233,2156,0.49828,0.555659,0.458062,"protein_coding",34.0856488508149,1.18979650830505
"ENSMUSG00000001946","Esam",5.11866251094741,0.105929550194123,0.038926183496002,0.07850782312287,0,"9",37439374,37449615,"+",10242,2857,0.484132,0.540777,0.462216,"protein_coding",34.7432909679627,1.07618757101845
"ENSMUSG00000068039","Tcp1",7.44332554139474,0.101205410635855,0.038943627901086,0.078531606104164,0,"17",13134588,13143954,"+",9367,5020,0.426863,0.423506,0.430741,"protein_coding",174.046083701524,1.07266933239422
"ENSMUSG00000028062","Lamtor2",6.60547351812281,-0.199199008829808,0.038951833834136,0.078536755085109,0,"3",88457126,88460381,"-",3256,1214,0.495853,0.546952,0.465458,"protein_coding",97.3745950337286,0.871034031321958
"ENSMUSG00000070604","Vsig10l",3.24620408824058,0.321244092949819,0.038981953516889,0.078586079826415,0,"7",43112575,43121443,"+",8869,4064,0.532138,0.574311,0.496461,"protein_coding",9.48865819619277,1.24940749794973
"ENSMUSG00000000530","Acvrl1",5.11067435504503,0.154575374680476,0.038988333942042,0.078586252008316,0,"15",101026403,101043217,"+",16815,4249,0.522957,0.558014,0.511102,"protein_coding",34.5514500851471,1.11309395546792
"ENSMUSG00000029162","Khk",9.63621016507454,-0.193868079466209,0.038997924310085,0.078586252008316,0,"5",31078775,31088592,"+",9818,1789,0.516655,0.589156,0.500498,"protein_coding",795.771359046059,0.8742585592607
"ENSMUSG00000039633","Lonrf1",3.91260582672755,-0.25551631029514,0.038999007312318,0.078586252008316,0,"8",36683218,36716670,"-",33453,3918,0.459793,0.539306,0.449245,"protein_coding",15.0595403015232,0.837687290306125
"ENSMUSG00000039637","Coro7",6.05329565578539,0.168550883065238,0.039013702474589,0.078604463773484,0,"16",4443997,4497641,"-",53645,7395,0.51139,0.532522,0.508011,"protein_coding",66.4084838338933,1.12392898556985
"ENSMUSG00000049439","Cyp20a1",3.73928905969361,0.197523933475161,0.039037983911887,0.078641981799588,0,"1",60382482,60427219,"+",44738,2273,0.418937,0.446546,0.417459,"protein_coding",13.3548240151576,1.14672855951462
"ENSMUSG00000049625","Tifab",2.80995814070059,0.374857261028371,0.039061369199127,0.078677683916014,0,"13",56321517,56326698,"-",5182,3494,0.511291,0.515741,0.502075,"protein_coding",7.01264229817697,1.29671125283935
"ENSMUSG00000017692","Rhbdl3",2.17446087715337,0.248672953606224,0.039100343329342,0.07873335800259,0,"11",80191738,80246781,"+",55044,4725,0.490398,0.541799,0.485572,"protein_coding",4.51417039697221,1.18811373949544
"ENSMUSG00000058900","Rsl1",1.77127986875898,0.253355710213565,0.039099192204445,0.07873335800259,0,"13",67321246,67332108,"+",10863,2642,0.408765,0.412945,0.407421,"protein_coding",3.41356652681633,1.19197643149661
"ENSMUSG00000020463","Ppp4r3b",5.23867748150731,-0.174724525186148,0.039107415798119,0.078736188247945,0,"11",29122890,29170797,"+",47908,5677,0.360887,0.390875,0.356855,"protein_coding",37.757137330054,0.885936667767104
"ENSMUSG00000020044","Timp3",10.7528939109727,-0.167837726598275,0.03920650711477,0.078924255266968,0,"10",86136236,86185370,"+",49135,8136,0.473562,0.455875,0.477072,"protein_coding",1725.61380861013,0.890175854023866
"ENSMUSG00000059540","Tcea2",3.38685751975471,-0.244442172369081,0.039217724787576,0.078935400289523,0,"2",181322103,181329864,"+",7762,2694,0.511532,0.54046,0.496152,"protein_coding",10.4603376766291,0.844142126203418
"ENSMUSG00000003039","Fam32a",6.57942966971022,-0.104218271805267,0.039257581893073,0.079004177697329,0,"8",72973574,72978262,"+",4689,4406,0.492108,0.483659,0.624113,"protein_coding",95.6325387128492,0.930308896448386
"ENSMUSG00000035561","Aldh1b1",1.37973559241105,0.517602950650168,0.039333710822795,0.079145920082825,0,"4",45799022,45804604,"+",5583,2296,0.512003,0.555314,0.481741,"protein_coding",2.60220675196491,1.43157469810077
"ENSMUSG00000030123","Plxnd1",6.47607965773137,0.151050432460599,0.039387114970932,0.07924190202811,0,"6",115931772,115971966,"-",40195,7265,0.561203,0.603166,0.551945,"protein_coding",89.02136132654,1.11037764855255
"ENSMUSG00000020721","Helz",5.44237477317089,-0.189741827906954,0.039435277174946,0.079309600615613,0,"11",107438756,107584652,"+",145897,15010,0.441369,0.45976,0.43926,"protein_coding",43.4828553088648,0.876762605049832
"ENSMUSG00000103034","Gm8797",0.991881044907045,0.337900172656208,0.039433187024256,0.079309600615613,0,"3",5815866,5816355,"+",490,489,0.486708,0.486708,0,"protein_coding",1.98877634923927,1.26391563873138
"ENSMUSG00000104394","Gm37254",2.75451280125333,-0.381905671402427,0.03943788906386,0.079309600615613,0,"1",186968654,186972554,"+",3901,3900,0.383333,0.383333,0,"TEC",6.74824709820815,0.767423223254282
"ENSMUSG00000035504","Reep6",5.98280510777608,-0.324971620983673,0.039454488432319,0.079331499606171,0,"10",80165787,80172275,"+",6489,2500,0.562577,0.5972,0.540873,"protein_coding",63.2417378561284,0.79831408970706
"ENSMUSG00000026048","Ercc5",5.36428844736635,-0.252173831639396,0.039460755628522,0.079332620272418,0,"1",44186904,44220420,"+",33517,5850,0.405269,0.453333,0.395106,"protein_coding",41.1918908519899,0.83963031902717
"ENSMUSG00000020640","Itsn2",6.74817745031669,-0.269781953309382,0.039520413884621,0.079441063442262,0,"12",4642638,4763962,"+",121325,13535,0.420824,0.44662,0.417584,"protein_coding",107.498852555155,0.829444897356663
"ENSMUSG00000025324","Atp10a",1.42444483416946,0.310871964936242,0.039544080848783,0.079477138624764,0,"7",58305914,58479168,"+",173255,5565,0.426357,0.516622,0.423361,"protein_coding",2.68411192931629,1.24045720579669
"ENSMUSG00000014859","E2f4",5.02123703526146,0.130273581537387,0.039576204193108,0.079530196855517,0,"8",106024295,106032002,"+",7708,2441,0.501492,0.552642,0.477782,"protein_coding",32.4745366291568,1.09450123433763
"ENSMUSG00000038530","Rgs4",1.45846674227623,0.41303116026501,0.039613131944327,0.079592893020171,0,"1",169569046,169575211,"-",6166,3094,0.43601,0.439884,0.432107,"protein_coding",2.74816141123836,1.3314803711041
"ENSMUSG00000060073","Psma3",6.83058153890753,-0.105515158546746,0.039628145069595,0.07961154534369,0,"12",71021395,71043121,"+",21727,3884,0.410246,0.411946,0.409876,"protein_coding",113.817732967608,0.929472986489855
"ENSMUSG00000039725","Trp53rka",3.71233628015373,-0.141383499380635,0.039677342171007,0.079698856747718,0,"2",165332030,165335244,"-",3215,2116,0.53018,0.549149,0.493625,"protein_coding",13.1076420915019,0.906649290010566
"ENSMUSG00000022962","Gart",5.53092950417204,-0.127851291817403,0.039697748407976,0.079728319800581,0,"16",91418074,91443840,"-",25767,5122,0.459831,0.505271,0.448556,"protein_coding",46.2355134269475,0.915193498352993
"ENSMUSG00000061175","Fnip2",6.47657594251234,0.292829950965298,0.039721025549508,0.079763539382116,0,"3",79363281,79475103,"-",111823,8678,0.445261,0.484559,0.441955,"protein_coding",89.0519897998778,1.22504092903429
"ENSMUSG00000041977","Arhgef11",5.79188750287456,-0.102118812028782,0.039751076874872,0.079812350014374,0,"3",87524866,87645341,"+",120476,7909,0.439104,0.520546,0.433381,"protein_coding",55.4028198755131,0.931663699705444
"ENSMUSG00000002486","Tchp",4.72192635289597,0.19690985216569,0.039770195470866,0.079839198941224,0,"5",114845821,114860388,"+",14568,7385,0.537379,0.546378,0.528126,"protein_coding",26.3901263505111,1.14624055982716
"ENSMUSG00000005320","Fgfr4",5.73459734125128,0.301580534287257,0.039910179400262,0.08010864382942,0,"13",55300453,55316572,"+",16120,3523,0.515727,0.586432,0.495951,"protein_coding",53.2458559344996,1.23249392393574
"ENSMUSG00000038861","Pi4kb",5.32013565335145,-0.117570665925959,0.03994602484846,0.080169011879894,0,"3",94882042,94914154,"+",32113,3866,0.453787,0.525091,0.444027,"protein_coding",39.9503338277782,0.921738447101933
"ENSMUSG00000035247","Hectd1",6.97264212496686,-0.126313198386703,0.040038383767669,0.080342764885613,0,"12",51790505,51876319,"-",85815,14907,0.403559,0.427853,0.398451,"protein_coding",125.595601055122,0.916169729435532
"ENSMUSG00000038002","Cramp1l",5.0299888585103,0.156154917017266,0.040160249108386,0.080575668030601,0,"17",25180200,25234762,"-",54563,7855,0.457645,0.518141,0.44747,"protein_coding",32.6721357048092,1.11431329968469
"ENSMUSG00000038843","Gcnt1",8.09273786057163,-0.24845002067716,0.040167225043765,0.080578028408616,0,"19",17303505,17350208,"-",46704,5754,0.438559,0.42805,0.440035,"protein_coding",272.996351619889,0.841800329399126
"ENSMUSG00000093798","Gm8355",1.39092297421817,0.299322838948408,0.040222982241738,0.080678232317989,0,"10",14621106,14623046,"-",1941,1940,0.483505,0.483505,0,"processed_pseudogene",2.62246401080632,1.23056668388808
"ENSMUSG00000036989","Trim3",5.32204520164032,0.104004388533109,0.040241788114861,0.080692654649715,0,"7",105253670,105282778,"-",29109,4556,0.47949,0.550263,0.466357,"protein_coding",40.0032470204076,1.07475244213929
"ENSMUSG00000071337","Tia1",5.65762198034143,-0.229658095994902,0.040241550219101,0.080692654649715,0,"6",86381201,86410387,"+",29187,15740,0.397725,0.39803,0.397367,"protein_coding",50.4793693126089,0.852836981483659
"ENSMUSG00000059995","Atxn7l3",5.72315644833068,0.136858652055416,0.040298361100824,0.080782777252178,0,"11",102180126,102187457,"-",7332,4108,0.571273,0.567186,0.576482,"protein_coding",52.8252742977872,1.09950841977759
"ENSMUSG00000111375","Btbd8",2.49062418000335,0.263599471201109,0.040294369179442,0.080782777252178,0,"5",107585863,107659073,"+",73211,7819,0.416692,0.429083,0.41521,"protein_coding",5.62021055329968,1.2004701002163
"ENSMUSG00000063856","Gpx1",11.397386966436,-0.18741146377551,0.040304767463236,0.08078396409899,0,"9",108216102,108217542,"+",1441,1440,0.552778,0.552778,0,"protein_coding",2697.46208529488,0.8781799712386
"ENSMUSG00000037795","N4bp2",4.1771883734052,-0.145275418010703,0.040350935075045,0.080864833684217,0,"5",65920864,65987451,"+",66588,14924,0.416222,0.422675,0.414358,"protein_coding",18.0908510511593,0.904206743298142
"ENSMUSG00000085667","Gm12992",1.47423938643866,0.321430459883074,0.040414330208594,0.080980199584396,0,"4",131626789,131647340,"-",20552,5867,0.512335,0.52122,0.508785,"lncRNA",2.77837124852277,1.24956890647853
"ENSMUSG00000038024","Dennd4c",4.06350475436159,0.165999905232973,0.040452851979781,0.081045699409816,0,"4",86666792,86768840,"+",102049,8449,0.402771,0.443603,0.399085,"protein_coding",16.7200210006862,1.12194340683283
"ENSMUSG00000049600","Zbtb45",3.4783545715836,0.222133610652799,0.040467630149602,0.08106361783428,0,"7",12737825,12743961,"-",6137,4207,0.536832,0.552888,0.501814,"protein_coding",11.1452306753909,1.16645739256019
"ENSMUSG00000103041","Gm37305",1.44336639574675,0.280965522060045,0.040528483336205,0.081173813964715,0,"3",65865179,65869457,"+",4279,4278,0.472417,0.472417,0,"lncRNA",2.7195470690944,1.21500775495417
"ENSMUSG00000019988","Nedd1",3.66980779733685,0.146639609982929,0.040546435530653,0.081190064871378,0,"10",92520608,92558282,"-",37675,4076,0.397356,0.405545,0.396363,"protein_coding",12.7268880908487,1.10698802065499
"ENSMUSG00000041193","Pla2g5",2.30402496171829,0.409748978048902,0.040548284161688,0.081190064871378,0,"4",138526555,138590793,"-",64239,2875,0.484993,0.527652,0.482995,"protein_coding",4.93833587063656,1.32845464931016
"ENSMUSG00000015766","Eps8",6.81906101518465,-0.129570280973212,0.040578082164652,0.081226318051531,0,"6",137454243,137631874,"-",177632,12326,0.438099,0.43964,0.437984,"protein_coding",112.912469995259,0.914103683264979
"ENSMUSG00000042770","Hebp1",5.7946192997575,-0.241209888989053,0.040574437260233,0.081226318051531,0,"6",135114520,135175020,"-",60501,3706,0.467471,0.510254,0.464679,"protein_coding",55.507826567545,0.846035503050314
"ENSMUSG00000020070","Rufy2",3.93124622359234,-0.179139758936335,0.040649428440516,0.081348170230342,0,"10",62816002,62852989,"+",36988,8088,0.453781,0.428907,0.460743,"protein_coding",15.2553801257952,0.883229485794217
"ENSMUSG00000097573","G730003C15Rik",1.3615830324447,-0.197780269803636,0.040650665460578,0.081348170230342,0,"1",59158992,59161300,"+",2309,2308,0.493934,0.493934,0,"lncRNA",2.5696698819083,0.871891023106448
"ENSMUSG00000023236","Scg5",2.61607952676243,-0.276916823462195,0.040673891560816,0.081368034953711,0,"2",113606707,113659466,"-",52760,1562,0.444284,0.474392,0.443366,"protein_coding",6.13081778519065,0.825352991697911
"ENSMUSG00000030276","Ttll3",2.72734010948596,0.242907266961588,0.040674125929535,0.081368034953711,0,"6",113366221,113391548,"+",25328,5025,0.506061,0.552438,0.494582,"protein_coding",6.62233553327567,1.18337495475369
"ENSMUSG00000079043","Fastkd5",2.61088828343866,0.203258720384431,0.040678161133473,0.081368034953711,0,"2",130455760,130471947,"-",16188,3013,0.43504,0.442748,0.433278,"protein_coding",6.10879693260864,1.1512959362189
"ENSMUSG00000043384","Gprasp1",5.50729199179665,0.22178859463854,0.040743589374001,0.081487178748001,0,"X",134643482,134704223,"+",60742,8104,0.413856,0.445582,0.408971,"protein_coding",45.4841501370979,1.1661784712699
"ENSMUSG00000006289","Osgep",4.84504267760313,0.099338183040711,0.040757691422247,0.081503650636256,0,"14",51143935,51162350,"-",18416,4923,0.450339,0.472679,0.442188,"protein_coding",28.741086134505,1.07128191362001
"ENSMUSG00000018326","Ywhab",7.94634963595623,-0.110232717682375,0.040775014021567,0.081523491182994,0,"2",163836880,163860508,"+",23629,3375,0.449594,0.491259,0.44265,"protein_coding",246.654814217638,0.92643860824324
"ENSMUSG00000022312","Eif3h",7.4525092728263,0.105476751494983,0.04078521571995,0.081523491182994,0,"15",51649954,51728919,"-",78966,1602,0.410486,0.502497,0.40858,"protein_coding",175.157538778132,1.07584985593944
"ENSMUSG00000085412","Halr1",2.97085522129988,-0.51000630276198,0.040779824177284,0.081523491182994,0,"6",52079929,52090664,"+",10736,976,0.43279,0.469262,0.429142,"lncRNA",7.84000851529117,0.702219370047256
"ENSMUSG00000078202","Nrarp",3.13910418236566,0.217760308721766,0.04079516904429,0.081531656890299,0,"2",25070770,25073351,"+",2582,2581,0.545138,0.545138,0,"protein_coding",8.80976894794017,1.16292681528476
"ENSMUSG00000024002","Brd4",7.448122687085,-0.242281476322779,0.040830835743275,0.08159120262003,0,"17",32415248,32503696,"-",88449,9219,0.443334,0.528474,0.433427,"protein_coding",174.625772444989,0.845407328495296
"ENSMUSG00000031634","Ufsp2",5.31215267177932,-0.106466516878399,0.040843681649206,0.081605135581545,0,"8",46428565,46449995,"+",21431,4396,0.396454,0.383758,0.39973,"protein_coding",39.7298838821453,0.928860264914075
"ENSMUSG00000027845","Dclre1b",2.92360704128853,0.16737014473969,0.040907346162081,0.081720584841976,0,"3",103707921,103716760,"-",8840,8403,0.437832,0.43782,0.438073,"protein_coding",7.58740759504619,1.12300950980632
"ENSMUSG00000117294","Gm49839",3.09022881693383,-0.906359289207297,0.040920365467066,0.081734841546781,0,"17",28676458,28680069,"-",3612,3611,0.394351,0.394351,0,"TEC",8.51631207208139,0.533529782056023
"ENSMUSG00000022340","Sybu",0.777038508521222,-0.321962556362616,0.040926912951088,0.081736169116345,0,"15",44535252,44651459,"-",116208,7691,0.400441,0.456638,0.396458,"protein_coding",1.71360964872039,0.799980890728703
"ENSMUSG00000035473","Galm",6.62610857977608,-0.166861538856146,0.040950415994956,0.081771353813441,0,"17",80434900,80492530,"+",57631,2469,0.457106,0.485217,0.455847,"protein_coding",98.7773650829278,0.890778388026124
"ENSMUSG00000020627","Klhl29",1.18842606888295,-0.333389645598102,0.040986590508194,0.081831827636276,0,"12",5127472,5425682,"-",298211,7027,0.476034,0.529671,0.474739,"protein_coding",2.27903972032292,0.79366954632407
"ENSMUSG00000007476","Lrrc8a",4.44193647823234,0.127043144470653,0.041065140485883,0.08197687671133,0,"2",30127727,30153802,"+",26076,4304,0.516433,0.547398,0.510312,"protein_coding",21.7348235488651,1.09205320361967
"ENSMUSG00000021595","Nsun2",6.09255032042308,-0.123301022834105,0.041095601300529,0.08202285139252,0,"13",69681865,69783899,"+",102035,5715,0.467334,0.497813,0.465526,"protein_coding",68.2402165830096,0.918084581094313
"ENSMUSG00000033124","Atg9a",3.53627665024084,0.48946043539189,0.041099977788594,0.08202285139252,0,"1",75157504,75168840,"-",11337,5747,0.524171,0.556464,0.490964,"protein_coding",11.6017992030293,1.40391971481378
"ENSMUSG00000043461","Sptssb",1.01351509318446,-0.639643172655133,0.041115982437113,0.082043007321736,0,"3",69726875,69767273,"-",40399,1822,0.419501,0.386937,0.421039,"protein_coding",2.01882393061707,0.641871685756952
"ENSMUSG00000035299","Mid1",2.50312812600853,1.15112574277512,0.041129337534229,0.082047882309074,0,"X",168468195,168788732,"+",320538,6702,0.390548,0.501492,0.388179,"protein_coding",5.66913304041126,2.22087122607168
"ENSMUSG00000091144","Phf11c",2.47694658781377,-0.285503667901216,0.041130236093472,0.082047882309074,0,"14",59618282,59632830,"-",14549,3449,0.419508,0.411134,0.42211,"protein_coding",5.56717945257267,0.820455124805744
"ENSMUSG00000014554","Dguok",4.11229410530087,-0.114019313814517,0.041156889434772,0.082089265260799,0,"6",83457199,83483951,"-",26753,4604,0.468414,0.488271,0.464286,"protein_coding",17.2951318287594,0.924010202347384
"ENSMUSG00000041453","Rpl21",9.04213565488547,-0.268982964169908,0.041163279274129,0.082090225668832,0,"5",146769700,146773842,"+",4143,3394,0.471511,0.48409,0.414439,"protein_coding",527.174089935599,0.829904385323278
"ENSMUSG00000085227","6330418K02Rik",1.99030284286889,-0.294462916092487,0.04119906364989,0.082149797696839,0,"5",138262305,138264923,"+",2619,1336,0.47479,0.506737,0.441498,"lncRNA",3.9732039280503,0.815375822548195
"ENSMUSG00000061613","U2af1",6.0614017784931,-0.093038961782739,0.041222053254463,0.082172052785868,0,"17",31866055,31877866,"-",11812,2587,0.484633,0.506765,0.478426,"protein_coding",66.7826658098373,0.937545776519722
"ENSMUSG00000111442","Gm48334",1.713608139066,-0.813878608879337,0.041218561132494,0.082172052785868,0,"10",30644795,30645571,"-",777,776,0.396907,0.396907,0,"TEC",3.27980067318218,0.568850476089905
"ENSMUSG00000037791","Phf12",5.65212600556054,0.149935201065423,0.04124112425318,0.082198275767275,0,"11",77873580,77921365,"+",47786,4894,0.446626,0.541479,0.435802,"protein_coding",50.2874329993898,1.10951963665361
"ENSMUSG00000002910","Arrdc2",4.7965193232085,-0.359424154914831,0.041347927296999,0.082392239127177,0,"8",71287773,71292364,"-",4592,3228,0.548682,0.576208,0.483492,"protein_coding",27.7904891535709,0.779475641691511
"ENSMUSG00000015749","Anp32e",5.97490877150823,-0.131707713980093,0.041352106786043,0.082392239127177,0,"3",95836558,95854702,"+",18145,3557,0.465443,0.444195,0.470625,"protein_coding",62.8965409327267,0.912750390513867
"ENSMUSG00000028902","Sf3a3",4.64914642463877,-0.136246725795038,0.041356231155386,0.082392239127177,0,"4",124608569,124626253,"+",17685,2768,0.470708,0.477962,0.469362,"protein_coding",25.0918410681321,0.909883205015291
"ENSMUSG00000025150","Cbr2",2.12745174662533,0.292064696492564,0.041372934677893,0.082413699557656,0,"11",120620315,120622940,"-",2626,1319,0.568,0.582259,0.553599,"protein_coding",4.3694501611783,1.22439129800683
"ENSMUSG00000030291","Med21",4.9507962410006,0.149821281407981,0.041398132565594,0.082452071941852,0,"6",146544045,146552230,"+",8186,3518,0.411607,0.461626,0.373902,"protein_coding",30.92702681972,1.10943202901432
"ENSMUSG00000078786","BC024978",2.96822387883833,0.197108773548084,0.041455876813556,0.082555246158456,0,"7",26895206,26909611,"+",14406,7548,0.497536,0.500132,0.494677,"protein_coding",7.82572209662524,1.14639861642977
"ENSMUSG00000106025","Gm42940",1.05448950932231,-0.35170565699445,0.041470676786917,0.082572883817344,0,"3",116365712,116368073,"-",2362,2361,0.409149,0.409149,0,"TEC",2.07698314609159,0.783657054722841
"ENSMUSG00000025075","Habp2",7.03323337053869,0.20638814060731,0.041491721983264,0.082602949596715,0,"19",56275569,56309254,"+",33686,3179,0.481045,0.529412,0.476005,"protein_coding",130.982782204427,1.15379597892437
"ENSMUSG00000041215","Yeats2",5.45463473444528,0.15321673907468,0.041537059475429,0.082681361654959,0,"16",19959813,20051323,"+",91511,11553,0.422249,0.470873,0.415223,"protein_coding",43.8539452894845,1.11204620998202
"ENSMUSG00000034342","Cbl",4.87916278786309,-0.172475104141265,0.041599765632913,0.082794319396031,0,"9",44054273,44145346,"-",91074,12325,0.429139,0.467424,0.423147,"protein_coding",29.4289219298306,0.887319079806871
"ENSMUSG00000007783","Cpt1c",2.84472477171547,0.300080099267295,0.041613789933644,0.082810369140368,0,"7",44608796,44624275,"-",15480,5589,0.52484,0.551261,0.509909,"protein_coding",7.18368839345717,1.23121276909596
"ENSMUSG00000031577","Tti2",3.85145913160019,-0.131037232359969,0.041625411689502,0.082821633970205,0,"8",31640343,31654730,"+",14388,6037,0.44005,0.458672,0.426587,"protein_coding",14.4345990733798,0.913174682947385
"ENSMUSG00000063362","Alg11",3.68439316594434,0.275670484471878,0.041678235173062,0.082914862470579,0,"8",22550737,22561643,"+",10907,4956,0.417752,0.414649,0.420336,"protein_coding",12.8562070682899,1.21055655791402
"ENSMUSG00000030061","Uba3",5.12946149169258,-0.147256568741913,0.041706824136425,0.082959858919326,0,"6",97160631,97182608,"-",21978,6350,0.382081,0.391339,0.37832,"protein_coding",35.0043300922146,0.902965912504258
"ENSMUSG00000033434","Gtpbp6",4.87961473757026,-0.225857030749009,0.041718855425374,0.082971912006892,0,"5",110251841,110256063,"-",4223,2817,0.6054,0.614838,0.586477,"protein_coding",29.4381425036737,0.85508691172315
"ENSMUSG00000042699","Dhx9",5.88565981035124,-0.207663270076365,0.041745422523724,0.083012866830489,0,"1",153331504,153363406,"-",31903,9577,0.382108,0.406704,0.371557,"protein_coding",59.1235015826491,0.865938654958375
"ENSMUSG00000033965","Slc16a2",7.68739310706565,-0.242702282181001,0.041868884362976,0.083246462412591,0,"X",102741020,102865589,"-",124570,4256,0.42619,0.524671,0.422706,"protein_coding",206.127489415257,0.845160775711524
"ENSMUSG00000040466","Blvrb",4.938162238408,-0.240225988714291,0.041902900030453,0.083302173847919,0,"7",27147403,27165569,"+",18167,2777,0.462237,0.552395,0.445968,"protein_coding",30.6573743672342,0.846612685651692
"ENSMUSG00000046567","4930430F08Rik",2.60211284981392,-0.283571934744988,0.041937940581066,0.083359906499762,0,"10",100408127,100426285,"-",18159,6267,0.409682,0.402425,0.413506,"protein_coding",6.0717519350496,0.821554429834091
"ENSMUSG00000038872","Zfhx3",5.08141203986506,-0.275681624439728,0.041945771772711,0.083363546418258,0,"8",108669276,109688262,"+",1018987,20948,0.450108,0.525778,0.44852,"protein_coding",33.8576993585726,0.826059940657087
"ENSMUSG00000034748","Sirt6",3.06254288394941,0.274319466004506,0.041953526168982,0.08336703269334,0,"10",81457619,81463631,"-",6013,2777,0.567864,0.583363,0.55456,"protein_coding",8.35443859048511,1.20942345723801
