"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000023938","Aars2",5.01088122226965,-0.170985594099263,0.009341576443344,0.022374049836895,-1,"17",45817767,45831769,"+",14003,4745,0.532638,0.584405,0.506103,"protein_coding",32.2422657036501,0.888235665194954
"ENSMUSG00000007646","Rad51c",2.30910160627177,0.342849627868037,0.009343464004495,0.022374713698457,1,"11",87267471,87295780,"-",28310,4373,0.419443,0.448662,0.414104,"protein_coding",4.95574380246947,1.26825920175543
"ENSMUSG00000018841","Rad51d",4.2348366089077,-0.149026610116142,0.009358663680932,0.022407250246919,-1,"11",82767260,82781440,"-",14181,3704,0.485261,0.508099,0.477186,"protein_coding",18.828375284519,0.901858743690539
"ENSMUSG00000028037","Ifi44",3.65187869587797,-0.513243055705392,0.009370126060121,0.022430828993679,-1,"3",151436559,151455597,"-",19039,6123,0.384337,0.394415,0.379559,"protein_coding",12.5697033413515,0.70064567445371
"ENSMUSG00000026663","Atf6",5.16598795941611,0.297305035356545,0.009374927881671,0.022434593177393,1,"1",170532243,170695340,"-",163098,9215,0.412877,0.450787,0.410607,"protein_coding",35.9018917422426,1.22884677345709
"ENSMUSG00000035725","Prkx",5.27977419878321,0.22972492600496,0.009373491711234,0.022434593177393,1,"X",76805017,76839884,"-",34868,5798,0.432099,0.439979,0.430527,"protein_coding",38.8481555649012,1.17261134990443
"ENSMUSG00000019832","Rab32",3.83038023820638,0.241292038031244,0.009383525460594,0.022451300628465,1,"10",10420746,10434009,"-",13264,2335,0.423509,0.473662,0.412793,"protein_coding",14.225231621485,1.18205079975077
"ENSMUSG00000020610","Amz2",5.56486440900731,-0.150514594874383,0.009404671280886,0.022498020450521,-1,"11",109316772,109343639,"+",26868,5578,0.458295,0.466655,0.456104,"protein_coding",47.335951240509,0.900929052920877
"ENSMUSG00000067586","S1pr3",3.91730403287768,0.376188029065114,0.009414579918006,0.022517847027161,1,"13",51562675,51576833,"+",14159,4461,0.503037,0.516252,0.496958,"protein_coding",15.108662363366,1.29790791461224
"ENSMUSG00000024981","Acsl5",6.02185495487988,0.240538793716652,0.009417129108713,0.022520067441732,1,"19",55240370,55286152,"+",45783,4841,0.441243,0.473456,0.437434,"protein_coding",64.9768975048709,1.18143380126965
"ENSMUSG00000028062","Lamtor2",6.60547351812281,-0.255161418659977,0.00943475525739,0.022558335836546,-1,"3",88457126,88460381,"-",3256,1214,0.495853,0.546952,0.465458,"protein_coding",97.3745950337286,0.837893380139433
"ENSMUSG00000024242","Map4k3",5.88940354535008,0.18326846530058,0.009453210797561,0.022597504860419,1,"17",80887941,81035914,"-",147974,9876,0.42947,0.417983,0.430292,"protein_coding",59.2771239020627,1.13545337442628
"ENSMUSG00000074243","Gm10651",0.715836186696998,-0.905593966200277,0.009454390078712,0.022597504860419,-1,"7",27648580,27649188,"-",609,608,0.524671,0.524671,0,"processed_pseudogene",1.64243489780546,0.533812884810597
"ENSMUSG00000028419","Chmp5",6.24236741162392,-0.168515084205819,0.009466637833839,0.022622887179801,-1,"4",40948407,40965303,"+",16897,1511,0.43241,0.43812,0.431849,"protein_coding",75.7076620561206,0.889758006978802
"ENSMUSG00000036835","Psenen",5.72906971281364,0.213112951015997,0.009473032990666,0.022634276934189,1,"7",30261288,30263052,"-",1765,1271,0.532313,0.52557,0.549696,"protein_coding",53.0422368919781,1.1591867030243
"ENSMUSG00000073616","Cops9",5.84255226134701,-0.4424174227991,0.009476097086912,0.022637705110997,-1,"1",92564867,92569707,"-",4841,1495,0.538636,0.541806,0.53722,"protein_coding",57.3830307007659,0.735900478192236
"ENSMUSG00000003423","Pih1d1",6.28203648157626,-0.270208944186176,0.009521701630422,0.02274274066582,-1,"7",44803727,44809489,"+",5763,2007,0.532628,0.567514,0.513981,"protein_coding",77.8182418966375,0.829199444930211
"ENSMUSG00000001134","Uxt",4.06489111537632,-0.185378882007141,0.00953596839336,0.02276898863333,-1,"X",20807961,20828256,"-",20296,1631,0.421187,0.464746,0.417381,"protein_coding",16.7360958644801,0.879418091938802
"ENSMUSG00000025812","Pard3",5.51022243959082,-0.186011487414435,0.009535075059943,0.02276898863333,-1,"8",127790643,128338767,"+",548125,14816,0.428547,0.450661,0.427933,"protein_coding",45.5766328764867,0.879032561614463
"ENSMUSG00000031467","Agpat5",4.80194026668004,0.148684570476544,0.009547315808541,0.022792165952555,1,"8",18896293,18941377,"+",45085,10775,0.419173,0.42942,0.415955,"protein_coding",27.8951086726893,1.10855824294517
"ENSMUSG00000038623","Tm6sf1",3.00212066380812,0.415683649912509,0.009550704379025,0.022793935775554,1,"7",81508749,81534182,"+",25434,5911,0.472732,0.47014,0.473517,"protein_coding",8.01176810415443,1.33393063706939
"ENSMUSG00000114365","Gm9098",1.96259023968538,-0.652783112558422,0.009551338281652,0.022793935775554,-1,"13",118705311,118706318,"-",1008,531,0.400199,0.416196,0.382353,"processed_pseudogene",3.8976113503695,0.636052117027828
"ENSMUSG00000035152","Ap2b1",6.73353244917968,0.140028512199395,0.009560706180072,0.022812373633164,1,"11",83189850,83295861,"+",106012,8730,0.419589,0.482131,0.413976,"protein_coding",106.413136470775,1.10192689320858
"ENSMUSG00000031451","Gas6",8.77351454099282,0.272642307630332,0.009570491588053,0.022831801188944,1,"8",13515374,13544490,"-",29117,2533,0.513292,0.565338,0.508332,"protein_coding",437.613835635475,1.2080182981044
"ENSMUSG00000005102","Eif2ak4",4.14430120841323,-0.226010723106521,0.009583081636185,0.022857024408122,-1,"2",118219099,118305715,"+",86617,7416,0.447862,0.496224,0.443333,"protein_coding",17.6831232850673,0.854995822948553
"ENSMUSG00000015839","Nfe2l2",6.24529987160283,0.151264189514281,0.009585905061757,0.022857024408122,1,"2",75505857,75534985,"-",29129,3790,0.448023,0.447493,0.448102,"protein_coding",75.8617039479301,1.11054217995547
"ENSMUSG00000040451","Sgms1",4.91771875178579,0.276616025005128,0.009585999800354,0.022857024408122,1,"19",32100127,32367114,"-",266988,10523,0.438643,0.470493,0.437336,"protein_coding",30.2260122850327,1.2113502152272
"ENSMUSG00000028639","Ybx1",10.4167463821787,0.226515316264319,0.009588889325353,0.022859991126707,1,"4",119135178,119151801,"-",16624,2523,0.432293,0.487515,0.422411,"protein_coding",1366.95153891992,1.17000550370768
"ENSMUSG00000079277","Hoxd3",2.45241671455099,-0.489144459136802,0.009615829914747,0.022920284926315,-1,"2",74542271,74578786,"+",36516,4185,0.491907,0.561529,0.482895,"protein_coding",5.47332192633253,0.712447465109651
"ENSMUSG00000039929","Urb1",3.69000340314432,0.226648337764869,0.009618992557762,0.022923890668532,1,"16",90548415,90607301,"-",58887,8151,0.483833,0.523739,0.477422,"protein_coding",12.9062985919263,1.17011338725801
"ENSMUSG00000020692","Nle1",2.80943017623109,-0.228786623000561,0.009621828105038,0.022926715776264,-1,"11",82791594,82799237,"-",7644,3223,0.528457,0.55228,0.511086,"protein_coding",7.01007644157944,0.853352301005654
"ENSMUSG00000028920","Fbxo42",4.63649293943422,0.154944656371629,0.009664322483821,0.023024022049076,1,"4",140875224,140931373,"+",56150,5924,0.466865,0.526502,0.459831,"protein_coding",24.8727296531692,1.11337890676951
"ENSMUSG00000015943","Bola1",4.82740074718178,-0.316118325403057,0.00966887864323,0.023026979751292,-1,"3",96103904,96127025,"-",23122,1077,0.452273,0.553389,0.447333,"protein_coding",28.3917672432764,0.803228115759668
"ENSMUSG00000023830","Igf2r",6.38281435272575,0.404118522549124,0.009668247397994,0.023026979751292,1,"17",12901293,12988551,"-",87259,9259,0.479612,0.512582,0.475698,"protein_coding",83.4485081377597,1.32328014763194
"ENSMUSG00000085028","Slc2a4rg-ps",3.26929831052883,-0.254327565308343,0.00967118348375,0.023028521563534,-1,"2",181026043,181029379,"+",3337,2973,0.541067,0.540195,0.548209,"transcribed_unitary_pseudogene",9.64177197295448,0.838377808334661
"ENSMUSG00000049823","Zbtb12",2.70812042808399,-0.262792973950225,0.009682965802253,0.023052626260538,-1,"17",35098459,35115843,"+",17385,2016,0.495686,0.604663,0.48139,"protein_coding",6.53469738597174,0.833472801527352
"ENSMUSG00000095253","Zfp799",2.51719628876513,-0.301892834864922,0.009697629968987,0.023083582454875,-1,"17",33034423,33049235,"-",14813,6378,0.414259,0.413296,0.414987,"protein_coding",5.72468491058627,0.811187409322456
"ENSMUSG00000026209","Dnpep",5.5788021180124,-0.173895213258347,0.009701893724386,0.023089775849027,-1,"1",75284540,75294634,"-",10095,4277,0.531009,0.56231,0.507994,"protein_coding",47.7954744865687,0.886446081770995
"ENSMUSG00000043241","Upf2",5.98389096219304,-0.392881343278647,0.009704372090681,0.02309065432611,-1,"2",5956280,6061514,"+",105235,5451,0.390986,0.436434,0.388503,"protein_coding",63.2893551057186,0.761607006841174
"ENSMUSG00000097493","9930014A18Rik",2.31113960975312,-0.243684196664795,0.009705586675146,0.02309065432611,-1,"15",60694120,60703642,"+",9523,7040,0.481937,0.506534,0.412168,"lncRNA",4.96274941341612,0.844585745482672
"ENSMUSG00000039781","Cep131",3.93830885430752,-0.253692395199188,0.009708208964594,0.023092938769744,-1,"11",119955256,119977653,"-",22398,3807,0.560521,0.612556,0.549866,"protein_coding",15.3302450620315,0.838746999154495
"ENSMUSG00000110170","St6galnac2",2.35000400282788,1.03075940747454,0.009720510712533,0.023118243040044,1,"11",116568309,116572116,"-",3808,1680,0.526399,0.568452,0.493183,"protein_coding",5.09825665461961,2.04309941743665
"ENSMUSG00000045374","Wdr81",6.02186150804645,-0.196121352775688,0.009735021588798,0.023148791708841,-1,"11",75331770,75345543,"-",13774,7027,0.549045,0.590864,0.505485,"protein_coding",64.9771926506831,0.872894164261189
"ENSMUSG00000019849","Prep",4.7507411249567,0.210727726325357,0.009737406955389,0.023150501751913,1,"10",44943299,45043294,"+",99996,10918,0.461383,0.462081,0.461298,"protein_coding",26.9225120643255,1.15727178941615
"ENSMUSG00000020849","Ywhae",8.28159753935601,0.174115148183897,0.009744064463111,0.023162366407265,1,"11",75623695,75656671,"+",32977,2561,0.416454,0.448262,0.413776,"protein_coding",311.178276705485,1.12827218650012
"ENSMUSG00000035237","Lcat",1.74224556829175,0.873870981188915,0.009748237167216,0.023168321450787,1,"8",106666183,106670014,"-",3832,1336,0.525189,0.553892,0.50982,"protein_coding",3.34555501473672,1.83257339677006
"ENSMUSG00000030735","Gm9755",1.08838340079518,-0.440355623032527,0.009760238967833,0.023192878436647,-1,"8",67966887,67968242,"-",1356,1355,0.553506,0.553506,0,"processed_pseudogene",2.12635635960187,0.736952928019193
"ENSMUSG00000034157","Cipc",5.77292813046059,0.171417847792971,0.009762778014394,0.023194944892612,1,"12",86993817,87012136,"+",18320,4856,0.457176,0.496705,0.442918,"protein_coding",54.6794994259312,1.12616471001389
"ENSMUSG00000028086","Fbxw7",4.64032077797006,-0.358412616361662,0.009783099880248,0.023239252818629,-1,"3",84722575,84886505,"+",163931,7030,0.394839,0.456188,0.392091,"protein_coding",24.9388109862052,0.780022358856889
"ENSMUSG00000020515","Cnot8",5.39957295081424,0.120293236373827,0.009797986705552,0.023270637143066,1,"11",57994979,58009420,"+",14442,2626,0.461741,0.510663,0.450868,"protein_coding",42.2117562802573,1.08695577031971
"ENSMUSG00000030287","Itpr2",6.95797618954127,-0.281641686672139,0.009807125441543,0.023288361115159,-1,"6",146009797,146403721,"-",393925,14739,0.447751,0.488432,0.44617,"protein_coding",124.325307528582,0.822654360965206
"ENSMUSG00000005078","Jkamp",5.86822094521474,-0.232547839144401,0.009813132330648,0.023298643301782,-1,"12",72132363,72148235,"+",15873,2683,0.446951,0.455833,0.445144,"protein_coding",58.4131364106842,0.851130443924201
"ENSMUSG00000024491","Rbm27",5.02869821437343,-0.383852893511171,0.00983343384011,0.023342854907653,-1,"18",42408418,42474607,"+",66190,6622,0.38597,0.420417,0.382141,"protein_coding",32.6429200751091,0.766388121994467
"ENSMUSG00000032702","Kank1",6.30687574118402,-0.153739362390678,0.009847123020504,0.023371357575484,-1,"19",25214339,25411860,"+",197522,6150,0.458144,0.538699,0.455555,"protein_coding",79.1696594874173,0.898917510581289
"ENSMUSG00000038695","Josd2",5.3386151163439,-0.224147785220541,0.009857671357998,0.023392397241335,-1,"7",44117404,44121086,"+",3683,2628,0.57686,0.5879,0.549336,"protein_coding",40.4653485281975,0.856100583757087
"ENSMUSG00000038530","Rgs4",1.45846674227623,0.527419228266091,0.009862070147314,0.02339670309142,1,"1",169569046,169575211,"-",6166,3094,0.43601,0.439884,0.432107,"protein_coding",2.74816141123836,1.44134852497576
"ENSMUSG00000109587","Gm31105",2.89773501578064,-0.358517366158601,0.009862853750284,0.02339670309142,-1,"8",81606569,81607798,"+",1230,685,0.657445,0.605839,0.722426,"lncRNA",7.45255447520243,0.77996572580888
"ENSMUSG00000028943","Espn",6.02784062518087,-0.257611613044962,0.009873885514033,0.023414877168795,-1,"4",152204788,152236828,"-",32041,8255,0.54535,0.611266,0.522472,"protein_coding",65.2470434593764,0.836471555546758
"ENSMUSG00000087336","Gm15860",1.83709410784152,-0.339840111616015,0.009872882590262,0.023414877168795,-1,"5",123470789,123482500,"-",11712,972,0.456238,0.522634,0.450228,"lncRNA",3.57289646393637,0.790128873978036
"ENSMUSG00000103621","Gm38366",1.09462340720858,-0.854214164340705,0.009878688881269,0.023422270190503,-1,"9",108408031,108409964,"+",1934,1933,0.403001,0.403001,0,"TEC",2.13557328559998,0.553166554309173
"ENSMUSG00000063694","Cycs",7.96338058262535,0.223637687865363,0.009886437753844,0.023436643260861,1,"6",50539543,50543518,"-",3976,3401,0.43195,0.409879,0.562718,"protein_coding",249.583816979137,1.16767411320852
"ENSMUSG00000046470","Sox18",4.45734248970915,0.262923304508187,0.009894099444365,0.023450804790175,1,"2",181311629,181313433,"-",1805,1618,0.611419,0.609394,0.629032,"protein_coding",21.9681654307859,1.19990759207347
"ENSMUSG00000029175","Slc35f6",4.71777844205051,0.188447781815437,0.009912232867769,0.023481901271533,1,"5",30805277,30817073,"+",11797,8490,0.517464,0.516254,0.520569,"protein_coding",26.3143607324191,1.13953701035833
"ENSMUSG00000078695","Cisd3",6.80464619404803,-0.346360978932754,0.00991228954639,0.023481901271533,-1,"11",97576652,97579447,"+",2796,829,0.530948,0.542823,0.525941,"protein_coding",111.789912002314,0.786565612944673
"ENSMUSG00000079508","Apoo",5.75966074050712,-0.191589202583787,0.009910541169997,0.023481901271533,-1,"X",93410723,93460699,"+",49977,1246,0.403534,0.461477,0.402052,"protein_coding",54.1789579448084,0.875640626800786
"ENSMUSG00000031511","Arhgef7",5.99584739695967,-0.176903508213217,0.009921113138158,0.023498797467026,-1,"8",11777721,11885219,"+",107499,15849,0.489125,0.505079,0.486366,"protein_coding",63.8160494996306,0.884599598036751
"ENSMUSG00000031403","Dkc1",4.98200355611913,-0.366071727972173,0.009926193187432,0.023506822591815,-1,"X",74139460,74153383,"+",13924,4106,0.418875,0.437652,0.411022,"protein_coding",31.6033054655844,0.775892277471293
"ENSMUSG00000026637","Traf5",4.0702592746629,0.192186257706938,0.009931685360061,0.023515820789484,1,"1",191729166,191776868,"-",47703,4582,0.468219,0.4701,0.468019,"protein_coding",16.7984856149775,1.14249373784408
"ENSMUSG00000047067","Dusp28",4.07268887912969,-0.172356771717586,0.009953354420389,0.02356311233888,-1,"1",92834703,92836157,"+",1455,1312,0.586657,0.579268,0.65493,"protein_coding",16.8267993337069,0.887391862287242
"ENSMUSG00000028699","Tspan1",4.17988375216569,-0.366207267150026,0.00997627634588,0.023613353245256,-1,"4",116019066,116024798,"-",5733,2321,0.480286,0.48212,0.479038,"protein_coding",18.1246816759802,0.775819386902899
"ENSMUSG00000032212","Sltm",7.59776773219323,-0.448247327216723,0.009997290350526,0.02365906185151,-1,"9",70450036,70499516,"+",49481,11256,0.401233,0.408849,0.39899,"protein_coding",193.711760214463,0.732932718116636
"ENSMUSG00000062127","Cttnbp2nl",4.23724916276033,0.30270430230681,0.010011739154353,0.02368922067619,1,"3",104909231,104960462,"-",51232,8132,0.453827,0.468396,0.451078,"protein_coding",18.8598874682228,1.2334543326049
"ENSMUSG00000061665","Cd2ap",6.69220577758183,0.232722537862132,0.010068097785903,0.023818517050457,1,"17",43103842,43187556,"-",83715,15849,0.389266,0.383242,0.390673,"protein_coding",103.408128012698,1.17505031854393
"ENSMUSG00000037458","Azin1",6.3920565875156,-0.221430775215994,0.010070411810504,0.023819935596722,-1,"15",38487671,38519510,"-",31840,6241,0.389083,0.397372,0.387061,"protein_coding",83.984814405709,0.857714386713518
"ENSMUSG00000059182","Skap2",5.6393422489666,0.14248603767957,0.010074126879588,0.02382466704085,1,"6",51834402,51989529,"-",155128,11342,0.390628,0.389173,0.390743,"protein_coding",49.8438032164339,1.10380554469216
"ENSMUSG00000055013","Agap1",6.45222588196971,-0.156458166552456,0.010081234336538,0.02383741828997,-1,"1",89382528,89825339,"+",442812,17522,0.487352,0.54326,0.485049,"protein_coding",87.5615678431308,0.897225067503305
"ENSMUSG00000083306","Gm13868",1.40301064313818,-1.07309774734581,0.010093153729479,0.02386154124849,-1,"2",102142259,102142552,"-",294,293,0.440273,0.440273,0,"processed_pseudogene",2.64452871959236,0.475297346561597
"ENSMUSG00000031697","Orc6",3.3525437752746,0.198827664306612,0.010095202510816,0.023862324546661,1,"8",86026261,86034907,"+",8647,2461,0.413717,0.445347,0.401132,"protein_coding",10.2144794289351,1.14776530050961
"ENSMUSG00000079669","Gm17396",1.6087700044993,-0.491618519083559,0.010101222237002,0.02387249221992,-1,"9",117081604,117083764,"+",2161,1653,0.481019,0.495463,0.433925,"lncRNA",3.04991704774285,0.711226744729817
"ENSMUSG00000020553","Pctp",5.49446885131287,-0.272540843436979,0.01010721888329,0.023882601898713,-1,"11",89873491,89893720,"-",20230,2717,0.465322,0.484358,0.462369,"protein_coding",45.0816636535678,0.827860251506145
"ENSMUSG00000015085","Entpd2",2.02644951557179,0.477649385560015,0.010118986515734,0.023906342229147,1,"2",25285886,25291333,"+",5448,2120,0.553516,0.573113,0.541028,"protein_coding",4.07400998319051,1.39247303042953
"ENSMUSG00000031221","Igbp1",6.05005543707336,0.1374122349,0.01016401294743,0.024008635819721,1,"X",99537897,99559731,"+",21835,5711,0.414262,0.423043,0.411152,"protein_coding",66.2595011679083,1.09993039793227
"ENSMUSG00000049792","Bag5",4.53373986710446,-0.177909696476593,0.01017582198501,0.024032444443265,-1,"12",111675922,111679691,"-",3770,2505,0.531441,0.534531,0.525316,"protein_coding",23.1628338820659,0.883982861030468
"ENSMUSG00000075000","Nrbf2",3.82914049285831,0.250249173123008,0.010201841417468,0.024089800247161,1,"10",67102468,67121084,"-",18617,1855,0.437258,0.481941,0.432313,"protein_coding",14.2130127609457,1.18941252503945
"ENSMUSG00000026032","Ndufb3",6.54448626076236,-0.265712257851241,0.010215496861166,0.024117946200347,-1,"1",58625543,58635123,"+",9581,760,0.381106,0.448684,0.375283,"protein_coding",93.3440565828554,0.831787979997518
"ENSMUSG00000029269","Sult1b1",1.62468369099394,0.344062068268681,0.010226353176965,0.024139475202301,1,"5",87661198,87686054,"-",24857,2771,0.378782,0.372429,0.379579,"protein_coding",3.08374546952048,1.26932549433193
"ENSMUSG00000057842","Zfp595",1.76776359965129,0.281857053976132,0.010230420166617,0.024144973296242,1,"13",67461062,67480634,"-",19573,5436,0.39204,0.38613,0.394312,"protein_coding",3.40525679909742,1.21575881662997
"ENSMUSG00000049299","Trappc1",4.80172765254084,0.218194491256536,0.010240227577763,0.024159912033526,1,"11",69214806,69216619,"+",1814,1108,0.483729,0.479242,0.49078,"protein_coding",27.8909979927846,1.16327685357043
"ENSMUSG00000087165","2010001A14Rik",3.70447657746644,-0.306962720102202,0.010238861642616,0.024159912033526,-1,"11",57686325,57692243,"-",5919,710,0.477695,0.516901,0.47235,"lncRNA",13.0364267293103,0.808341756455324
"ENSMUSG00000115338","Pnp",4.68211460540767,0.243796308763664,0.010244762925916,0.024166508674478,1,"14",51168539,51202694,"+",34156,3969,0.44055,0.456538,0.438448,"protein_coding",25.6718365722938,1.1841044187091
"ENSMUSG00000028540","Dph2",2.81860776229672,0.270512537340312,0.010255593817547,0.024187951196911,1,"4",117745840,117749229,"-",3390,3027,0.535556,0.535514,0.535912,"protein_coding",7.05481260924068,1.20623628367956
"ENSMUSG00000032096","Arcn1",6.86804134017663,-0.201557251380766,0.010258999015578,0.024191875818473,-1,"9",44652861,44679142,"-",26282,14905,0.412998,0.418182,0.406206,"protein_coding",116.811729705497,0.869611394147041
"ENSMUSG00000034800","Zfp661",3.04444544954006,0.201527857331621,0.010275669284704,0.024227074332544,1,"2",127416582,127429014,"-",12433,5158,0.459218,0.467817,0.453121,"protein_coding",8.25029353502979,1.14991550540353
"ENSMUSG00000102018","Iqank1",2.36773579556365,-0.319327615014988,0.01028492266585,0.024244776979865,-1,"15",75881737,75918830,"+",37094,3332,0.493328,0.566927,0.486064,"protein_coding",5.16130467231477,0.801443312639078
"ENSMUSG00000012126","Ubxn11",2.01120877396722,-0.351419311757063,0.010296783324308,0.024268618746046,-1,"4",133829881,133854904,"+",25024,4728,0.533509,0.568739,0.525302,"protein_coding",4.03119835853017,0.783812609936878
"ENSMUSG00000073002","Vamp5",5.05058434905619,-0.276606809433886,0.010313077120458,0.024302899170903,-1,"6",72345777,72357451,"-",11675,2704,0.48698,0.516642,0.478038,"protein_coding",33.1418986360401,0.825530367021118
"ENSMUSG00000022899","Slc15a2",6.13645246572931,-0.50264790629261,0.010316467422277,0.024306765875041,-1,"16",36570539,36605324,"-",34786,7337,0.41147,0.414338,0.410704,"protein_coding",70.3487296100654,0.705810155603326
"ENSMUSG00000074575","Kcng1",1.59733668256348,-0.548147967673718,0.010356654853156,0.024397314772761,-1,"2",168102037,168123656,"-",21620,4504,0.523336,0.577487,0.509086,"protein_coding",3.02584205466177,0.683897505517177
"ENSMUSG00000028998","Tomm7",5.17275999511943,-0.444090400789379,0.010378650362902,0.024444985275836,-1,"5",24043942,24049159,"-",5218,1122,0.414223,0.439394,0.407326,"protein_coding",36.0708119958736,0.735047607894857
"ENSMUSG00000025508","Rplp2",8.09328218211963,-0.475352447341076,0.010396970453648,0.024482494691854,-1,"7",141027283,141031498,"+",4216,2066,0.487782,0.498064,0.477897,"protein_coding",273.099371196878,0.719291047260997
"ENSMUSG00000030979","Uros",4.79395708200635,-0.170106776047874,0.010398099983923,0.024482494691854,-1,"7",133287972,133311801,"-",23830,3564,0.487767,0.508698,0.484086,"protein_coding",27.7411767621781,0.888776899006125
"ENSMUSG00000050556","Kcnb1",2.95049867723311,-0.281416945575887,0.010409142418777,0.024504341708996,-1,"2",166937889,167032075,"-",94187,11485,0.515915,0.527384,0.514323,"protein_coding",7.73016215213782,0.822782522939107
"ENSMUSG00000020381","Mrnip",4.33680513811289,-0.249994829648273,0.01042493514902,0.024536880081604,-1,"11",50065271,50090942,"+",25672,2029,0.471076,0.513553,0.467431,"protein_coding",20.2073066453597,0.840899428876067
"ENSMUSG00000086610","Gm15408",1.30400696887356,-0.347453840034558,0.01042649632948,0.024536880081604,-1,"5",148943772,148949586,"+",5815,1375,0.477984,0.513455,0.466997,"lncRNA",2.46913714081427,0.78597000442155
"ENSMUSG00000087400","Gm15270",0.924207453878582,-0.366655241498153,0.010436534779385,0.024556344491918,-1,"10",24425339,24473006,"-",47668,2045,0.423249,0.488998,0.420302,"lncRNA",1.89764148405243,0.775578522949648
"ENSMUSG00000022102","Dok2",3.18337319258938,-0.366630845109249,0.010440740006288,0.02456207952038,-1,"14",71003476,71015935,"+",12460,2891,0.507424,0.54687,0.495506,"protein_coding",9.08428641277136,0.775591638316873
"ENSMUSG00000019820","Utrn",5.89888740038713,-0.317314802882587,0.010444279679375,0.024566247141568,-1,"10",12257932,12745109,"-",487178,17028,0.413884,0.482911,0.411384,"protein_coding",59.6680779698519,0.802562246729489
"ENSMUSG00000095930","Nim1k",2.37686750312924,-0.305574000054571,0.010453906019122,0.024584727527029,-1,"13",120171630,120217418,"-",45789,8461,0.442867,0.459166,0.439173,"protein_coding",5.19407736581925,0.809120230647953
"ENSMUSG00000049739","Zfp646",4.86166367563668,0.217429474188359,0.010456785531121,0.024587337649247,1,"7",127475393,127485168,"+",9776,9721,0.531355,0.531735,0.462963,"protein_coding",29.074121110736,1.16266016694295
"ENSMUSG00000044442","N6amt1",5.86365728042722,-0.212634482302199,0.010459446847171,0.024589433924635,-1,"16",87151073,87165630,"+",14558,6130,0.442605,0.469168,0.423282,"protein_coding",58.228650584817,0.862959954278111
"ENSMUSG00000016356","Col20a1",2.06492245537057,-0.404020435048534,0.010469253604139,0.024608325084742,-1,"2",180628328,180660156,"+",31829,5105,0.508043,0.560431,0.498035,"protein_coding",4.18411485761656,0.75574925927473
"ENSMUSG00000020258","Glyctk",7.40799136816821,-0.273284483723057,0.010483560643993,0.024629454106804,-1,"9",106030056,106035337,"-",5282,4225,0.551032,0.557396,0.525568,"protein_coding",169.835161847567,0.827433639103587
"ENSMUSG00000022272","Myo10",6.06857624846833,-0.146198508319385,0.010483390738819,0.024629454106804,-1,"15",25622611,25813759,"+",191149,10076,0.46904,0.534339,0.465406,"protein_coding",67.1156007288702,0.903628383013895
"ENSMUSG00000026049","Tex30",1.31769430950658,0.336767473033382,0.010480959021818,0.024629454106804,1,"1",44125773,44141601,"-",15829,1917,0.395375,0.461137,0.386313,"protein_coding",2.49267416359119,1.2629236931954
"ENSMUSG00000046185","Zfp84",3.43936361597814,-0.212374762420529,0.010511899960003,0.024691857657528,-1,"7",29467977,29479246,"+",11270,4108,0.453456,0.462025,0.448541,"protein_coding",10.8480484053774,0.863115321854957
"ENSMUSG00000028182","Lrriq3",1.47683508554718,-0.345795924216647,0.010535191953654,0.024742386241391,-1,"3",154799071,154899917,"+",100847,4951,0.392281,0.377701,0.393034,"protein_coding",2.78337459795974,0.78687374435595
"ENSMUSG00000071302","2610044O15Rik8",3.40838785582639,0.18452581430083,0.010539893189311,0.024749243868901,1,"8",129942835,129960887,"-",18053,3853,0.399679,0.388528,0.402704,"protein_coding",10.6176151932325,1.13644338508601
"ENSMUSG00000001999","Blvra",6.21143858339958,0.17003826326121,0.010552628841626,0.024774962001614,1,"2",126912585,126939004,"+",26420,2435,0.439986,0.464476,0.4375,"protein_coding",74.1018976513939,1.12508832396622
"ENSMUSG00000018900","Slc22a5",7.6631867392073,0.340134548184653,0.010561858236252,0.024792441009374,1,"11",53755368,53782486,"-",27119,3061,0.445903,0.496896,0.439415,"protein_coding",202.697816715453,1.26587464608028
"ENSMUSG00000021418","Rpp40",3.14319306735346,-0.208206380233844,0.010578518566044,0.024827354215643,-1,"13",36077455,36090342,"-",12888,6534,0.434081,0.431589,0.436644,"protein_coding",8.83477300367046,0.865612729136514
"ENSMUSG00000039577","Nphp4",1.75663171858096,0.306058434470726,0.010584335447631,0.024836810793682,1,"4",152561163,152647640,"+",86478,6008,0.543543,0.585386,0.540419,"protein_coding",3.37908283816142,1.23632533564328
"ENSMUSG00000027472","Pdrg1",5.31940665409894,-0.127349978678236,0.010596360433836,0.024860829427173,-1,"2",152850810,152857347,"-",6538,2437,0.503748,0.521133,0.493415,"protein_coding",39.9301518726608,0.915511568516373
"ENSMUSG00000022867","Usp25",5.09480603714712,-0.297720151747436,0.010629100437883,0.024933432632778,-1,"16",76810594,76913668,"+",103075,5385,0.39296,0.449396,0.389849,"protein_coding",34.1734982993659,0.813536989501004
"ENSMUSG00000002565","Scin",5.2686978231827,0.269480242723998,0.010632985227229,0.024938335034964,1,"12",40109768,40184227,"-",74460,2983,0.403323,0.465303,0.400736,"protein_coding",38.551038603113,1.20537349160954
